Effect,set,media,pair_id,_set,_media,_pair_id,Estimate,StdErr,DF,tValue,Probt,Adjustment,Adjp,Alpha,Lower,Upper,AdjLower,AdjUpper
set*media*pair_id,set1,2dd,3,set1,3dd,6,0.4566,0.001773,1922,257.46,<.0001,Tukey-Kramer,<.0001,0.05,0.4531,0.4600,0.4495,0.4636
set*media*pair_id,set1,2dd,3,set1,3dd,7,0.2716,0.001773,1922,153.18,<.0001,Tukey-Kramer,<.0001,0.05,0.2681,0.2751,0.2646,0.2787
set*media*pair_id,set1,2dd,3,set1,3dd,8,0.3307,0.001773,1922,186.50,<.0001,Tukey-Kramer,<.0001,0.05,0.3272,0.3342,0.3237,0.3378
set*media*pair_id,set1,2dd,3,set1,3dd,9,0.1897,0.001773,1922,107.00,<.0001,Tukey-Kramer,<.0001,0.05,0.1863,0.1932,0.1827,0.1968
set*media*pair_id,set1,2dd,3,set1,3dp,1,0.3777,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,3,set1,3dp,2,0.2756,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,3,set1,3dp,3,0.4294,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,3,set1,3dp,4,0.2881,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,3,set1,3dp,6,0.4009,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,3,set1,3dp,7,0.3914,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,3,set1,3dp,8,0.1281,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,3,set1,3dp,9,0.3417,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,3,set2,2dd,1,-0.05484,0.02775,1922,-1.98,0.0483,Tukey-Kramer,0.9990,0.05,-0.1093,-0.00042,-0.1653,0.05562
set*media*pair_id,set1,2dd,3,set2,2dd,2,-0.09339,0.02775,1922,-3.37,0.0008,Tukey-Kramer,0.3074,0.05,-0.1478,-0.03896,-0.2039,0.01707
set*media*pair_id,set1,2dd,3,set2,2dd,3,0.2310,0.02775,1922,8.32,<.0001,Tukey-Kramer,<.0001,0.05,0.1766,0.2855,0.1206,0.3415
set*media*pair_id,set1,2dd,3,set2,2dd,4,0.1306,0.02775,1922,4.71,<.0001,Tukey-Kramer,0.0026,0.05,0.07619,0.1851,0.02016,0.2411
set*media*pair_id,set1,2dd,3,set2,2dd,6,0.06184,0.02775,1922,2.23,0.0260,Tukey-Kramer,0.9893,0.05,0.007413,0.1163,-0.04862,0.1723
set*media*pair_id,set1,2dd,3,set2,2dd,7,0.03828,0.02775,1922,1.38,0.1679,Tukey-Kramer,1.0000,0.05,-0.01615,0.09271,-0.07218,0.1487
set*media*pair_id,set1,2dd,3,set2,2dd,8,0.04789,0.02775,1922,1.73,0.0846,Tukey-Kramer,1.0000,0.05,-0.00654,0.1023,-0.06257,0.1584
set*media*pair_id,set1,2dd,3,set2,2dd,9,0.01924,0.02775,1922,0.69,0.4883,Tukey-Kramer,1.0000,0.05,-0.03519,0.07367,-0.09122,0.1297
set*media*pair_id,set1,2dd,3,set2,3dd,1,0.1770,0.02775,1922,6.38,<.0001,Tukey-Kramer,<.0001,0.05,0.1225,0.2314,0.06651,0.2874
set*media*pair_id,set1,2dd,3,set2,3dd,2,0.1704,0.02775,1922,6.14,<.0001,Tukey-Kramer,<.0001,0.05,0.1160,0.2249,0.05998,0.2809
set*media*pair_id,set1,2dd,3,set2,3dd,3,0.1258,0.02775,1922,4.53,<.0001,Tukey-Kramer,0.0056,0.05,0.07140,0.1803,0.01537,0.2363
set*media*pair_id,set1,2dd,3,set2,3dd,4,0.1567,0.02775,1922,5.65,<.0001,Tukey-Kramer,<.0001,0.05,0.1023,0.2112,0.04627,0.2672
set*media*pair_id,set1,2dd,3,set2,3dd,6,0.3520,0.02775,1922,12.68,<.0001,Tukey-Kramer,<.0001,0.05,0.2976,0.4064,0.2415,0.4625
set*media*pair_id,set1,2dd,3,set2,3dd,7,0.1818,0.02775,1922,6.55,<.0001,Tukey-Kramer,<.0001,0.05,0.1273,0.2362,0.07131,0.2922
set*media*pair_id,set1,2dd,3,set2,3dd,8,0.3217,0.02775,1922,11.59,<.0001,Tukey-Kramer,<.0001,0.05,0.2673,0.3761,0.2112,0.4321
set*media*pair_id,set1,2dd,3,set2,3dd,9,0.3036,0.02775,1922,10.94,<.0001,Tukey-Kramer,<.0001,0.05,0.2491,0.3580,0.1931,0.4140
set*media*pair_id,set1,2dd,3,set2,3dp,1,0.2899,0.02775,1922,10.45,<.0001,Tukey-Kramer,<.0001,0.05,0.2355,0.3444,0.1795,0.4004
set*media*pair_id,set1,2dd,3,set2,3dp,2,0.1629,0.02775,1922,5.87,<.0001,Tukey-Kramer,<.0001,0.05,0.1085,0.2173,0.05246,0.2734
set*media*pair_id,set1,2dd,3,set2,3dp,3,0.2404,0.02775,1922,8.66,<.0001,Tukey-Kramer,<.0001,0.05,0.1859,0.2948,0.1299,0.3508
set*media*pair_id,set1,2dd,3,set2,3dp,4,0.4259,0.02775,1922,15.35,<.0001,Tukey-Kramer,<.0001,0.05,0.3715,0.4803,0.3154,0.5364
set*media*pair_id,set1,2dd,3,set2,3dp,6,0.4613,0.02775,1922,16.62,<.0001,Tukey-Kramer,<.0001,0.05,0.4069,0.5158,0.3509,0.5718
set*media*pair_id,set1,2dd,3,set2,3dp,7,0.2220,0.02775,1922,8.00,<.0001,Tukey-Kramer,<.0001,0.05,0.1676,0.2765,0.1116,0.3325
set*media*pair_id,set1,2dd,3,set2,3dp,8,0.1570,0.02775,1922,5.66,<.0001,Tukey-Kramer,<.0001,0.05,0.1026,0.2114,0.04655,0.2675
set*media*pair_id,set1,2dd,3,set2,3dp,9,0.2950,0.02775,1922,10.63,<.0001,Tukey-Kramer,<.0001,0.05,0.2405,0.3494,0.1845,0.4054
set*media*pair_id,set1,2dd,4,set1,2dd,6,0.2030,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,2dd,7,0.1140,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,2dd,8,-0.1575,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,2dd,9,-0.06817,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,3dd,1,0.2598,0.001773,1922,146.50,<.0001,Tukey-Kramer,<.0001,0.05,0.2563,0.2633,0.2527,0.2668
set*media*pair_id,set1,2dd,4,set1,3dd,2,0.1315,0.001773,1922,74.15,<.0001,Tukey-Kramer,<.0001,0.05,0.1280,0.1350,0.1244,0.1385
set*media*pair_id,set1,2dd,4,set1,3dd,3,0.1395,0.001773,1922,78.67,<.0001,Tukey-Kramer,<.0001,0.05,0.1360,0.1430,0.1325,0.1466
set*media*pair_id,set1,2dd,4,set1,3dd,4,0.1883,0.001773,1922,106.20,<.0001,Tukey-Kramer,<.0001,0.05,0.1848,0.1918,0.1813,0.1954
set*media*pair_id,set1,2dd,4,set1,3dd,6,0.3557,0.001773,1922,200.57,<.0001,Tukey-Kramer,<.0001,0.05,0.3522,0.3592,0.3486,0.3627
set*media*pair_id,set1,2dd,4,set1,3dd,7,0.1707,0.001773,1922,96.28,<.0001,Tukey-Kramer,<.0001,0.05,0.1673,0.1742,0.1637,0.1778
set*media*pair_id,set1,2dd,4,set1,3dd,8,0.2298,0.001773,1922,129.60,<.0001,Tukey-Kramer,<.0001,0.05,0.2263,0.2333,0.2228,0.2369
set*media*pair_id,set1,2dd,4,set1,3dd,9,0.08886,0.001773,1922,50.11,<.0001,Tukey-Kramer,<.0001,0.05,0.08539,0.09234,0.08181,0.09592
set*media*pair_id,set1,2dd,4,set1,3dp,1,0.2768,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,3dp,2,0.1747,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,3dp,3,0.3285,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,3dp,4,0.1872,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,3dp,6,0.3000,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,3dp,7,0.2905,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,3dp,8,0.02718,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set1,3dp,9,0.2409,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,4,set2,2dd,1,-0.1557,0.02775,1922,-5.61,<.0001,Tukey-Kramer,<.0001,0.05,-0.2102,-0.1013,-0.2662,-0.04527
set*media*pair_id,set1,2dd,4,set2,2dd,2,-0.1943,0.02775,1922,-7.00,<.0001,Tukey-Kramer,<.0001,0.05,-0.2487,-0.1398,-0.3047,-0.08381
set*media*pair_id,set1,2dd,4,set2,2dd,3,0.1301,0.02775,1922,4.69,<.0001,Tukey-Kramer,0.0028,0.05,0.07572,0.1846,0.01968,0.2406
set*media*pair_id,set1,2dd,4,set2,2dd,4,0.02974,0.02775,1922,1.07,0.2841,Tukey-Kramer,1.0000,0.05,-0.02469,0.08416,-0.08073,0.1402
set*media*pair_id,set1,2dd,4,set2,2dd,6,-0.03904,0.02775,1922,-1.41,0.1596,Tukey-Kramer,1.0000,0.05,-0.09347,0.01539,-0.1495,0.07142
set*media*pair_id,set1,2dd,4,set2,2dd,7,-0.06260,0.02775,1922,-2.26,0.0242,Tukey-Kramer,0.9867,0.05,-0.1170,-0.00817,-0.1731,0.04786
set*media*pair_id,set1,2dd,4,set2,2dd,8,-0.05299,0.02775,1922,-1.91,0.0564,Tukey-Kramer,0.9996,0.05,-0.1074,0.001436,-0.1635,0.05747
set*media*pair_id,set1,2dd,4,set2,2dd,9,-0.08165,0.02775,1922,-2.94,0.0033,Tukey-Kramer,0.6599,0.05,-0.1361,-0.02722,-0.1921,0.02882
set*media*pair_id,set1,2dd,4,set2,3dd,1,0.07608,0.02775,1922,2.74,0.0062,Tukey-Kramer,0.8143,0.05,0.02165,0.1305,-0.03438,0.1865
set*media*pair_id,set1,2dd,4,set2,3dd,2,0.06956,0.02775,1922,2.51,0.0123,Tukey-Kramer,0.9338,0.05,0.01513,0.1240,-0.04090,0.1800
set*media*pair_id,set1,2dd,4,set2,3dd,3,0.02494,0.02775,1922,0.90,0.3689,Tukey-Kramer,1.0000,0.05,-0.02948,0.07937,-0.08552,0.1354
set*media*pair_id,set1,2dd,4,set2,3dd,4,0.05585,0.02775,1922,2.01,0.0443,Tukey-Kramer,0.9986,0.05,0.001420,0.1103,-0.05461,0.1663
set*media*pair_id,set1,2dd,4,set2,3dd,6,0.2511,0.02775,1922,9.05,<.0001,Tukey-Kramer,<.0001,0.05,0.1967,0.3055,0.1406,0.3616
set*media*pair_id,set1,2dd,4,set2,3dd,7,0.08088,0.02775,1922,2.91,0.0036,Tukey-Kramer,0.6831,0.05,0.02645,0.1353,-0.02958,0.1913
set*media*pair_id,set1,2dd,4,set2,3dd,8,0.2208,0.02775,1922,7.96,<.0001,Tukey-Kramer,<.0001,0.05,0.1664,0.2752,0.1103,0.3313
set*media*pair_id,set1,2dd,4,set2,3dd,9,0.2027,0.02775,1922,7.30,<.0001,Tukey-Kramer,<.0001,0.05,0.1483,0.2571,0.09222,0.3131
set*media*pair_id,set1,2dd,4,set2,3dp,1,0.1891,0.02775,1922,6.81,<.0001,Tukey-Kramer,<.0001,0.05,0.1346,0.2435,0.07860,0.2995
set*media*pair_id,set1,2dd,4,set2,3dp,2,0.06203,0.02775,1922,2.24,0.0255,Tukey-Kramer,0.9887,0.05,0.007606,0.1165,-0.04843,0.1725
set*media*pair_id,set1,2dd,4,set2,3dp,3,0.1395,0.02775,1922,5.03,<.0001,Tukey-Kramer,0.0006,0.05,0.08506,0.1939,0.02903,0.2500
set*media*pair_id,set1,2dd,4,set2,3dp,4,0.3250,0.02775,1922,11.71,<.0001,Tukey-Kramer,<.0001,0.05,0.2706,0.3794,0.2146,0.4355
set*media*pair_id,set1,2dd,4,set2,3dp,6,0.3605,0.02775,1922,12.99,<.0001,Tukey-Kramer,<.0001,0.05,0.3060,0.4149,0.2500,0.4709
set*media*pair_id,set1,2dd,4,set2,3dp,7,0.1211,0.02775,1922,4.36,<.0001,Tukey-Kramer,0.0114,0.05,0.06671,0.1756,0.01068,0.2316
set*media*pair_id,set1,2dd,4,set2,3dp,8,0.05613,0.02775,1922,2.02,0.0433,Tukey-Kramer,0.9984,0.05,0.001700,0.1106,-0.05433,0.1666
set*media*pair_id,set1,2dd,4,set2,3dp,9,0.1941,0.02775,1922,6.99,<.0001,Tukey-Kramer,<.0001,0.05,0.1397,0.2485,0.08362,0.3045
set*media*pair_id,set1,2dd,6,set1,2dd,7,-0.08904,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,2dd,8,-0.3605,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,2dd,9,-0.2712,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,3dd,1,0.05680,0.001773,1922,32.03,<.0001,Tukey-Kramer,<.0001,0.05,0.05332,0.06027,0.04974,0.06385
set*media*pair_id,set1,2dd,6,set1,3dd,2,-0.07150,0.001773,1922,-40.32,<.0001,Tukey-Kramer,<.0001,0.05,-0.07498,-0.06803,-0.07856,-0.06445
set*media*pair_id,set1,2dd,6,set1,3dd,3,-0.06348,0.001773,1922,-35.80,<.0001,Tukey-Kramer,<.0001,0.05,-0.06696,-0.06000,-0.07054,-0.05642
set*media*pair_id,set1,2dd,6,set1,3dd,4,-0.01467,0.001773,1922,-8.27,<.0001,Tukey-Kramer,<.0001,0.05,-0.01815,-0.01119,-0.02173,-0.00761
set*media*pair_id,set1,2dd,6,set1,3dd,6,0.1527,0.001773,1922,86.10,<.0001,Tukey-Kramer,<.0001,0.05,0.1492,0.1562,0.1456,0.1597
set*media*pair_id,set1,2dd,6,set1,3dd,7,-0.03225,0.001773,1922,-18.19,<.0001,Tukey-Kramer,<.0001,0.05,-0.03573,-0.02877,-0.03931,-0.02519
set*media*pair_id,set1,2dd,6,set1,3dd,8,0.02684,0.001773,1922,15.13,<.0001,Tukey-Kramer,<.0001,0.05,0.02336,0.03031,0.01978,0.03389
set*media*pair_id,set1,2dd,6,set1,3dd,9,-0.1141,0.001773,1922,-64.36,<.0001,Tukey-Kramer,<.0001,0.05,-0.1176,-0.1106,-0.1212,-0.1071
set*media*pair_id,set1,2dd,6,set1,3dp,1,0.07386,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,3dp,2,-0.02826,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,3dp,3,0.1255,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,3dp,4,-0.01577,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,3dp,6,0.09701,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,3dp,7,0.08755,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,3dp,8,-0.1758,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set1,3dp,9,0.03787,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,6,set2,2dd,1,-0.3587,0.02775,1922,-12.93,<.0001,Tukey-Kramer,<.0001,0.05,-0.4132,-0.3043,-0.4692,-0.2483
set*media*pair_id,set1,2dd,6,set2,2dd,2,-0.3973,0.02775,1922,-14.31,<.0001,Tukey-Kramer,<.0001,0.05,-0.4517,-0.3428,-0.5077,-0.2868
set*media*pair_id,set1,2dd,6,set2,2dd,3,-0.07284,0.02775,1922,-2.62,0.0087,Tukey-Kramer,0.8831,0.05,-0.1273,-0.01841,-0.1833,0.03762
set*media*pair_id,set1,2dd,6,set2,2dd,4,-0.1733,0.02775,1922,-6.24,<.0001,Tukey-Kramer,<.0001,0.05,-0.2277,-0.1188,-0.2837,-0.06279
set*media*pair_id,set1,2dd,6,set2,2dd,6,-0.2420,0.02775,1922,-8.72,<.0001,Tukey-Kramer,<.0001,0.05,-0.2965,-0.1876,-0.3525,-0.1316
set*media*pair_id,set1,2dd,6,set2,2dd,7,-0.2656,0.02775,1922,-9.57,<.0001,Tukey-Kramer,<.0001,0.05,-0.3200,-0.2112,-0.3761,-0.1551
set*media*pair_id,set1,2dd,6,set2,2dd,8,-0.2560,0.02775,1922,-9.22,<.0001,Tukey-Kramer,<.0001,0.05,-0.3104,-0.2016,-0.3664,-0.1455
set*media*pair_id,set1,2dd,6,set2,2dd,9,-0.2846,0.02775,1922,-10.26,<.0001,Tukey-Kramer,<.0001,0.05,-0.3391,-0.2302,-0.3951,-0.1742
set*media*pair_id,set1,2dd,6,set2,3dd,1,-0.1269,0.02775,1922,-4.57,<.0001,Tukey-Kramer,0.0047,0.05,-0.1813,-0.07248,-0.2374,-0.01645
set*media*pair_id,set1,2dd,6,set2,3dd,2,-0.1334,0.02775,1922,-4.81,<.0001,Tukey-Kramer,0.0016,0.05,-0.1879,-0.07900,-0.2439,-0.02297
set*media*pair_id,set1,2dd,6,set2,3dd,3,-0.1780,0.02775,1922,-6.42,<.0001,Tukey-Kramer,<.0001,0.05,-0.2325,-0.1236,-0.2885,-0.06758
set*media*pair_id,set1,2dd,6,set2,3dd,4,-0.1471,0.02775,1922,-5.30,<.0001,Tukey-Kramer,0.0001,0.05,-0.2016,-0.09271,-0.2576,-0.03668
set*media*pair_id,set1,2dd,6,set2,3dd,6,0.04812,0.02775,1922,1.73,0.0831,Tukey-Kramer,1.0000,0.05,-0.00631,0.1026,-0.06234,0.1586
set*media*pair_id,set1,2dd,6,set2,3dd,7,-0.1221,0.02775,1922,-4.40,<.0001,Tukey-Kramer,0.0099,0.05,-0.1765,-0.06768,-0.2326,-0.01165
set*media*pair_id,set1,2dd,6,set2,3dd,8,0.01780,0.02775,1922,0.64,0.5213,Tukey-Kramer,1.0000,0.05,-0.03663,0.07223,-0.09266,0.1283
set*media*pair_id,set1,2dd,6,set2,3dd,9,-0.00031,0.02775,1922,-0.01,0.9911,Tukey-Kramer,1.0000,0.05,-0.05474,0.05412,-0.1108,0.1102
set*media*pair_id,set1,2dd,6,set2,3dp,1,-0.01393,0.02775,1922,-0.50,0.6158,Tukey-Kramer,1.0000,0.05,-0.06836,0.04050,-0.1244,0.09653
set*media*pair_id,set1,2dd,6,set2,3dp,2,-0.1410,0.02775,1922,-5.08,<.0001,Tukey-Kramer,0.0004,0.05,-0.1954,-0.08653,-0.2514,-0.03049
set*media*pair_id,set1,2dd,6,set2,3dp,3,-0.06350,0.02775,1922,-2.29,0.0222,Tukey-Kramer,0.9831,0.05,-0.1179,-0.00907,-0.1740,0.04696
set*media*pair_id,set1,2dd,6,set2,3dp,4,0.1220,0.02775,1922,4.40,<.0001,Tukey-Kramer,0.0100,0.05,0.06760,0.1765,0.01156,0.2325
set*media*pair_id,set1,2dd,6,set2,3dp,6,0.1575,0.02775,1922,5.67,<.0001,Tukey-Kramer,<.0001,0.05,0.1030,0.2119,0.04701,0.2679
set*media*pair_id,set1,2dd,6,set2,3dp,7,-0.08185,0.02775,1922,-2.95,0.0032,Tukey-Kramer,0.6536,0.05,-0.1363,-0.02742,-0.1923,0.02861
set*media*pair_id,set1,2dd,6,set2,3dp,8,-0.1469,0.02775,1922,-5.29,<.0001,Tukey-Kramer,0.0001,0.05,-0.2013,-0.09243,-0.2573,-0.03640
set*media*pair_id,set1,2dd,6,set2,3dp,9,-0.00891,0.02775,1922,-0.32,0.7483,Tukey-Kramer,1.0000,0.05,-0.06334,0.04552,-0.1194,0.1016
set*media*pair_id,set1,2dd,7,set1,2dd,8,-0.2715,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,2dd,9,-0.1821,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,3dd,1,0.1458,0.001773,1922,82.24,<.0001,Tukey-Kramer,<.0001,0.05,0.1424,0.1493,0.1388,0.1529
set*media*pair_id,set1,2dd,7,set1,3dd,2,0.01753,0.001773,1922,9.89,<.0001,Tukey-Kramer,<.0001,0.05,0.01406,0.02101,0.01048,0.02459
set*media*pair_id,set1,2dd,7,set1,3dd,3,0.02556,0.001773,1922,14.41,<.0001,Tukey-Kramer,<.0001,0.05,0.02208,0.02904,0.01850,0.03262
set*media*pair_id,set1,2dd,7,set1,3dd,4,0.07437,0.001773,1922,41.94,<.0001,Tukey-Kramer,<.0001,0.05,0.07089,0.07784,0.06731,0.08142
set*media*pair_id,set1,2dd,7,set1,3dd,6,0.2417,0.001773,1922,136.31,<.0001,Tukey-Kramer,<.0001,0.05,0.2382,0.2452,0.2347,0.2488
set*media*pair_id,set1,2dd,7,set1,3dd,7,0.05679,0.001773,1922,32.02,<.0001,Tukey-Kramer,<.0001,0.05,0.05331,0.06027,0.04973,0.06385
set*media*pair_id,set1,2dd,7,set1,3dd,8,0.1159,0.001773,1922,65.34,<.0001,Tukey-Kramer,<.0001,0.05,0.1124,0.1194,0.1088,0.1229
set*media*pair_id,set1,2dd,7,set1,3dd,9,-0.02509,0.001773,1922,-14.15,<.0001,Tukey-Kramer,<.0001,0.05,-0.02857,-0.02161,-0.03215,-0.01803
set*media*pair_id,set1,2dd,7,set1,3dp,1,0.1629,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,3dp,2,0.06078,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,3dp,3,0.2145,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,3dp,4,0.07326,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,3dp,6,0.1860,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,3dp,7,0.1766,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,3dp,8,-0.08678,0,1922,M,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set1,3dp,9,0.1269,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,7,set2,2dd,1,-0.2697,0.02775,1922,-9.72,<.0001,Tukey-Kramer,<.0001,0.05,-0.3241,-0.2153,-0.3801,-0.1592
set*media*pair_id,set1,2dd,7,set2,2dd,2,-0.3082,0.02775,1922,-11.11,<.0001,Tukey-Kramer,<.0001,0.05,-0.3627,-0.2538,-0.4187,-0.1978
set*media*pair_id,set1,2dd,7,set2,2dd,3,0.01619,0.02775,1922,0.58,0.5596,Tukey-Kramer,1.0000,0.05,-0.03823,0.07062,-0.09427,0.1267
set*media*pair_id,set1,2dd,7,set2,2dd,4,-0.08422,0.02775,1922,-3.03,0.0024,Tukey-Kramer,0.5796,0.05,-0.1386,-0.02979,-0.1947,0.02625
set*media*pair_id,set1,2dd,7,set2,2dd,6,-0.1530,0.02775,1922,-5.51,<.0001,Tukey-Kramer,<.0001,0.05,-0.2074,-0.09857,-0.2635,-0.04253
set*media*pair_id,set1,2dd,7,set2,2dd,7,-0.1766,0.02775,1922,-6.36,<.0001,Tukey-Kramer,<.0001,0.05,-0.2310,-0.1221,-0.2870,-0.06609
set*media*pair_id,set1,2dd,7,set2,2dd,8,-0.1669,0.02775,1922,-6.02,<.0001,Tukey-Kramer,<.0001,0.05,-0.2214,-0.1125,-0.2774,-0.05648
set*media*pair_id,set1,2dd,7,set2,2dd,9,-0.1956,0.02775,1922,-7.05,<.0001,Tukey-Kramer,<.0001,0.05,-0.2500,-0.1412,-0.3061,-0.08514
set*media*pair_id,set1,2dd,7,set2,3dd,1,-0.03787,0.02775,1922,-1.36,0.1726,Tukey-Kramer,1.0000,0.05,-0.09230,0.01656,-0.1483,0.07259
set*media*pair_id,set1,2dd,7,set2,3dd,2,-0.04439,0.02775,1922,-1.60,0.1099,Tukey-Kramer,1.0000,0.05,-0.09882,0.01004,-0.1549,0.06607
set*media*pair_id,set1,2dd,7,set2,3dd,3,-0.08901,0.02775,1922,-3.21,0.0014,Tukey-Kramer,0.4300,0.05,-0.1434,-0.03458,-0.1995,0.02146
set*media*pair_id,set1,2dd,7,set2,3dd,4,-0.05810,0.02775,1922,-2.09,0.0364,Tukey-Kramer,0.9967,0.05,-0.1125,-0.00367,-0.1686,0.05236
set*media*pair_id,set1,2dd,7,set2,3dd,6,0.1372,0.02775,1922,4.94,<.0001,Tukey-Kramer,0.0008,0.05,0.08273,0.1916,0.02670,0.2476
set*media*pair_id,set1,2dd,7,set2,3dd,7,-0.03307,0.02775,1922,-1.19,0.2336,Tukey-Kramer,1.0000,0.05,-0.08750,0.02136,-0.1435,0.07739
set*media*pair_id,set1,2dd,7,set2,3dd,8,0.1068,0.02775,1922,3.85,0.0001,Tukey-Kramer,0.0781,0.05,0.05241,0.1613,-0.00362,0.2173
set*media*pair_id,set1,2dd,7,set2,3dd,9,0.08873,0.02775,1922,3.20,0.0014,Tukey-Kramer,0.4385,0.05,0.03430,0.1432,-0.02174,0.1992
set*media*pair_id,set1,2dd,7,set2,3dp,1,0.07511,0.02775,1922,2.71,0.0069,Tukey-Kramer,0.8369,0.05,0.02068,0.1295,-0.03535,0.1856
set*media*pair_id,set1,2dd,7,set2,3dp,2,-0.05192,0.02775,1922,-1.87,0.0615,Tukey-Kramer,0.9997,0.05,-0.1063,0.002512,-0.1624,0.05855
set*media*pair_id,set1,2dd,7,set2,3dp,3,0.02554,0.02775,1922,0.92,0.3576,Tukey-Kramer,1.0000,0.05,-0.02889,0.07997,-0.08492,0.1360
set*media*pair_id,set1,2dd,7,set2,3dp,4,0.2111,0.02775,1922,7.61,<.0001,Tukey-Kramer,<.0001,0.05,0.1566,0.2655,0.1006,0.3215
set*media*pair_id,set1,2dd,7,set2,3dp,6,0.2465,0.02775,1922,8.88,<.0001,Tukey-Kramer,<.0001,0.05,0.1921,0.3009,0.1360,0.3570
set*media*pair_id,set1,2dd,7,set2,3dp,7,0.007187,0.02775,1922,0.26,0.7957,Tukey-Kramer,1.0000,0.05,-0.04724,0.06162,-0.1033,0.1176
set*media*pair_id,set1,2dd,7,set2,3dp,8,-0.05782,0.02775,1922,-2.08,0.0373,Tukey-Kramer,0.9970,0.05,-0.1123,-0.00339,-0.1683,0.05264
set*media*pair_id,set1,2dd,7,set2,3dp,9,0.08013,0.02775,1922,2.89,0.0039,Tukey-Kramer,0.7055,0.05,0.02570,0.1346,-0.03033,0.1906
set*media*pair_id,set1,2dd,8,set1,2dd,9,0.08937,0,1922,I,<.0001,Tukey-Kramer,,,,,,
set*media*pair_id,set1,2dd,8,set1,3dd,1,0.4173,0.001773,1922,235.34,<.0001,Tukey-Kramer,<.0001,0.05,0.4138,0.4208,0.4103,0.4244
set*media*pair_id,set1,2dd,8,set1,3dd,2,0.2890,0.001773,1922,162.99,<.0001,Tukey-Kramer,<.0001,0.05,0.2855,0.2925,0.2820,0.2961
